data__locator_id,data__facility_name,data__city,data__state,data__tie_facility,data__artcc_id
04SC,EMERGENCY HELIPAD HELIPORT,EASLEY,SOUTH CAROLINA,AND,ZTL
04SD,CHEYENNE RIVER HEALTH CENTER HELIPORT,EAGLE BUTTE,SOUTH DAKOTA,HON,ZMP
04TA,CAPITOL NTL BANK BUILDING HELIPORT,AUSTIN,TEXAS,SJT,ZHU
04TE,VETERANS AFFAIRS MEDICAL CENTER HELIPORT,HOUSTON,TEXAS,CXO,ZHU
04TN,HENSLEY AIRPARK ARPT,CHUCKEY,TENNESSEE,BNA,ZTL
04TS,HUMMINGBIRD HELIPORT,HUTTO,TEXAS,SJT,ZHU
04TT,4D RANCH ARPT,UTOPIA,TEXAS,SJT,ZHU
04TX,POCOCK ARPT,CHINA SPRING,TEXAS,FTW,ZFW
04UT,NAVAJO MOUNTAIN ARPT,NAVAJO MOUNTAIN TRDNG POST,UTAH,CDC,ZDV
04V,SAGUACHE MUNI ARPT,SAGUACHE,COLORADO,DEN,ZDV
04VA,RUSSELL COUNTY MEDICAL CENTER HELIPORT,LEBANON,VIRGINIA,DCA,ZTL
04VG,MANQUIN FLIGHT PARK ULTRALIGHT,MANQUIN,VIRGINIA,DCA,ZDC
04VT,LIGHTNING BOLT FLD ARPT,CABOT,VERMONT,BTV,ZBW
04W,FIELD OF DREAMS ARPT,HINCKLEY,MINNESOTA,PNM,ZMP
04WA,OX MEADOWS ARPT,SPOKANE,WASHINGTON,SEA,ZSE
04WI,DUTCH GAP AIRSTRIP ARPT,BRISTOL,WISCONSIN,GRB,ZAU
04WN,STILLWATER CREEK ARPT,ROYAL CITY,WASHINGTON,SEA,ZSE
04XA,PECAN FLD ARPT,JERMYN,TEXAS,FTW,ZFW
04Y,HAWLEY MUNI ARPT,HAWLEY,MINNESOTA,PNM,ZMP
04Z,GEOREF PT.,"HANALEI AIRSTRIP,KAUAI",HAWAII,null,null
05AA,CHATHAM SPB,CHATHAM,ALASKA,SIT,ZAN
05AK,WASILLA CREEK AIRPARK ARPT,PALMER,ALASKA,PAQ,ZAN
05AL,null,FORT RUCKER/WICKSBURG,ALABAMA,ANB,ZJX
05AR,OZARK SKIES AIRPARK ARPT,KINGSTON,ARKANSAS,JBR,ZME
05AZ,YUMA RGNL MEDICAL CENTER HELIPORT,YUMA,ARIZONA,PRC,ZLA
05B,VAN BUREN SPB,VAN BUREN,MAINE,BGR,ZBW
05C,GRIFFITH-MERRILLVILLE ARPT,GRIFFITH,INDIANA,HUF,ZAU
05CA,LOST HILLS SHERIFF'S STATION HELIPORT,CALABASAS,CALIFORNIA,HHR,ZLA
05CL,POPE VALLEY ARPT,POPE VALLEY,CALIFORNIA,OAK,ZOA
05CO,RANCHO DE AEREO ARPT,MEAD,COLORADO,DEN,ZDV
05CT,O AND G HELIPORT,TORRINGTON,CONNECTICUT,BDR,ZBW
05D,NEW TOWN MUNI ARPT,NEW TOWN,NORTH DAKOTA,GFK,ZMP
05FA,MELANIE'S ARPT,FLORALA,FLORIDA,GNV,ZJX
05FD,AVENTURA HELIPORT,NORTH MIAMI BEACH,FLORIDA,MIA,ZMA
05FL,CHARLTON STRIP ARPT,LA BELLE,FLORIDA,MIA,ZMA
05GA,RAJU ARPT,RICHLAND,GEORGIA,MCN,ZTL
05IA,SPOTTS FLD ARPT,NORA SPRINGS,IOWA,FOD,ZMP
05ID,RUNNING CREEK RANCH ARPT,GRANGEVILLE,IDAHO,BOI,ZLC
05IL,CLASSIC LANDINGS ARPT,BONFIELD,ILLINOIS,IKK,ZAU
05IN,COOPER ARPT,BELLEVILLE,INDIANA,HUF,ZID
05K,WILDER RUNWAY ARPT,PORT ALSWORTH,ALASKA,ENA,ZAN
05KS,DARBRO FLD ARPT,ELK CITY,KANSAS,ICT,ZKC
05KT,HIGH POINT FARM ARPT,FRANKFORT,KENTUCKY,LOU,ZID
05KY,CARTERSVILLE ARPT,BEREA,KENTUCKY,LOU,ZID
05LA,GREG'S FLYING SERVICE ARPT,BASKIN,LOUISIANA,DRI,ZFW
05LL,MIDWEST MEML HELIPORT,WILLOWBROOK,ILLINOIS,IKK,ZAU
05LS,GRASS ROOTS ARPT,ALEXANDRIA,LOUISIANA,DRI,ZHU
05M,MOUNTAIN POINT MEDICAL CTR HELIPAD HELIPORT,LEHI,UTAH,CDC,ZLC
05MA,BENTLEY HELIPORT,IPSWICH,MASSACHUSETTS,BDR,ZBW
05MD,BREEZECROFT ARPT,CHESTERTOWN,MARYLAND,DCA,ZDC
05ME,DRISKO ARPT,JONESBORO,MAINE,BGR,ZBW
05MI,OAKWOOD HERITAGE HOSPITAL HELIPORT,TAYLOR,MICHIGAN,LAN,ZOB
05MN,NORTHERN PINES MEDICAL CENTER HELIPORT,AURORA,MINNESOTA,PNM,ZMP
05MT,JONES LANDING ARPT,BELGRADE,MONTANA,GTF,ZLC
05N,SOUTH OAKS AERODROME ARPT,WINTERVILLE,NORTH CAROLINA,RDU,ZDC
05NC,DEAD COW FLD ARPT,BEAUFORT,NORTH CAROLINA,RDU,ZDC
05NE,MC KAY ARPT,SPALDING,NEBRASKA,OLU,ZMP
05NH,STUMPFIELD HELIPORT,KENSINGTON,NEW HAMPSHIRE,BGR,ZBW
05NJ,PAULUS HOOK PIER HELIPORT,JERSEY CITY,NEW JERSEY,MIV,ZNY
05NV,BAKER RANCHES ARPT,BAKER,NEVADA,RNO,ZLC
05NY,OSWEGO COUNTY AT PULASKI HELIPORT,PULASKI,NEW YORK,BTV,ZBW
05OG,DRILL FLD PAD HELIPORT,EUGENE,OREGON,MMV,ZSE
05OI,DORLON AIRPARK ARPT,COLUMBIA STATION,OHIO,CLE,ZOB
05OK,MUNCY ARPT,HYDRO,OKLAHOMA,MLC,ZFW
05OR,6 RANCH ARPT,ENTERPRISE,OREGON,MMV,ZSE
05PA,PECO MOB HELIPORT,PHILADELPHIA,PENNSYLVANIA,IPT,ZNY
05PN,STATE POLICE AREA III HELIPORT,HARRISBURG,PENNSYLVANIA,IPT,ZNY
05PS,MILLS BROTHERS ARPT,BURNT CABINS,PENNSYLVANIA,AOO,ZOB
05S,VERNONIA MUNI ARPT,VERNONIA,OREGON,MMV,ZSE
05TA,BRANDES AIR FLD ARPT,SEALY,TEXAS,CXO,ZHU
05TE,HILDE-GRIFF FLD ARPT,GEORGETOWN,TEXAS,SJT,ZHU
05TS,DEW DROP ARPT,JUSTIN,TEXAS,FTW,ZFW
05TX,CIRCLE 'A' RANCH ARPT,BLUM,TEXAS,FTW,ZFW
05U,EUREKA RCO,EUREKA,NEVADA,RNO,null
05U,EUREKA ARPT,EUREKA,NEVADA,RNO,ZLC
05V,BLANCA ARPT,BLANCA,COLORADO,DEN,ZDV
05VA,PROVIDENCE ARPT,FARMVILLE,VIRGINIA,DCA,ZDC
05VT,PORT OF HIGHGATE SPRINGS HELIPORT,HIGHGATE SPRINGS,VERMONT,BTV,ZBW
05WA,SACRED HEART MEDICAL CENTER HELISTOP HELIPORT,SPOKANE,WASHINGTON,SEA,ZSE
05WI,AMES PRIVATE ARPT,DARIEN,WISCONSIN,GRB,ZAU
05WN,FLAT CREEK FLD ARPT,KETTLE FALLS,WASHINGTON,SEA,ZSE
05XA,MOORE COUNTY HOSPITAL DISTRICT HELIPORT,DUMAS,TEXAS,FTW,ZAB
05XS,JOHNSON MEML ARPT,WILMOT,ARKANSAS,JBR,ZME
05Y,HENNING MUNI ARPT,HENNING,MINNESOTA,PNM,ZMP
05Z,GEOREF PT.,"KILAUEA POINT,KAUAI",HAWAII,null,null
06A,MOTON FLD MUNI ARPT,TUSKEGEE,ALABAMA,ANB,ZTL
06AA,TWISTED SISTERS ARPT,STERLING,ALASKA,ENA,ZAN
06AK,JUNE LAKE AIRPARK ARPT,WASILLA,ALASKA,ENA,ZAN
06AL,null,FORT RUCKER/NEW BROCKTON,ALABAMA,ANB,ZJX
06AR,CY BOND MEML ARPT,HIGDEN,ARKANSAS,JBR,ZME
06AZ,MERCY GILBERT MEDICAL CENTER HELIPORT,GILBERT,ARIZONA,PRC,ZAB
06B,LUCKY LANDING MARINA AND SPB SPB,BANGOR,MAINE,BGR,ZBW
06C,SCHAUMBURG RGNL ARPT,CHICAGO/SCHAUMBURG,ILLINOIS,IKK,ZAU
06CA,SCE SOLAR I HELIPORT,YERMO,CALIFORNIA,RAL,ZLA
06CL,ABC7-TV HELIPORT,GLENDALE,CALIFORNIA,HHR,ZLA
06CO,JECAN ARPT,BRANSON,COLORADO,DEN,ZDV
06D,ROLLA RCO,ROLLA,NORTH DAKOTA,GFK,null
06D,ROLLA MUNI/LEONARD KRECH FLD ARPT,ROLLA,NORTH DAKOTA,GFK,ZMP
06FA,WILLIAM P GWINN ARPT,JUPITER,FLORIDA,MIA,ZMA
06FD,GRASS ROOTS AIRPARK ARPT,MASCOTTE,FLORIDA,GNV,ZJX
06FL,MORTON PLANT HOSPITAL HELIPORT,CLEARWATER,FLORIDA,PIE,ZMA
06GA,SMITH HELIPORT,REDAN,GEORGIA,MCN,ZTL
06I,PATOKA RESERVOIR LANDING AREA SPB,FRENCH LICK,INDIANA,HUF,ZID
06IA,RICH FLD ARPT,WALFORD,IOWA,FOD,ZAU
06ID,LARKIN ARPT,KUNA,IDAHO,BOI,ZLC
06IL,HUMM ARPT,EARLVILLE,ILLINOIS,IKK,ZAU
06IS,SINELE STRIP ARPT,NAUVOO,ILLINOIS,STL,ZAU
06KS,RIVERSIDE HOSPITAL AIRLIFT HELIPORT,WICHITA,KANSAS,ICT,ZKC
06KY,AIR EVAC 133 HELIPORT,WILLIAMSTOWN,KENTUCKY,HUF,ZID
06LA,PANTHER HELICOPTERS INC HELIPORT,BELLE CHASSE,LOUISIANA,DRI,ZHU
06LS,TEMBEC HELIPORT,ST FRANCISVILLE,LOUISIANA,DRI,ZHU
06M,EUPORA ARPT,EUPORA,MISSISSIPPI,GWO,ZME
06MA,THE BARN HELIPORT,PEPPERELL,MASSACHUSETTS,BDR,ZBW
